1   1   0
2   1.22775   0.00559284
3   1.31326   0.00627047
4   1.3643   0.00801243
5   1.37352   0.00780492
6   1.37956   0.00828688
7   1.38952   0.00841588
8   1.38339   0.00870576
9   1.3994   0.00883051
10   1.40224   0.0088661
11   1.39016   0.00889772
12   1.40459   0.0072295
13   1.40274   0.0080621
14   1.40529   0.00871785
15   1.40649   0.00847153
16   1.40064   0.00784889
17   1.37857   0.00902412
18   1.38889   0.00844094
19   1.39134   0.00752666
20   1.38635   0.00747226
21   1.39055   0.00802793
22   1.39741   0.00832281
23   1.39984   0.00767289
24   1.40154   0.00733466
25   1.40204   0.00786947
26   1.40141   0.00774137
27   1.4007   0.00752295
28   1.40224   0.00886022
29   1.39844   0.00865408
30   1.39732   0.00735029
31   1.41025   0.00743456
32   1.42014   0.00867409
33   1.40409   0.00861994
34   1.39496   0.00823745
35   1.40154   0.0085166
36   1.4059   0.00883696
37   1.40291   0.00859226
38   1.40664   0.00768755
39   1.41782   0.00827715
40   1.40791   0.00865729
41   1.39856   0.00889266
42   1.40484   0.00733299
43   1.40516   0.00833364
44   1.38251   0.00876336
45   1.39291   0.00893353
46   1.40034   0.00945342
47   1.40855   0.00807427
48   1.39747   0.00791179
49   1.40033   0.00797248
50   1.41001   0.00877402
51   1.41018   0.00867247
52   1.40945   0.0087598
53   1.3948   0.00790284
54   1.40345   0.00805134
55   1.39907   0.00734963
56   1.39906   0.00827939
57   1.40451   0.00778062
58   1.40251   0.007874
59   1.40139   0.00743279
60   1.40439   0.0079917
61   1.39747   0.00737573
62   1.40008   0.00753363
63   1.39665   0.00868101
64   1.39867   0.00817455
65   1.38928   0.00826762
66   1.39303   0.00672162
67   1.40716   0.00786321
68   1.39734   0.00710775
69   1.39153   0.00825806
70   1.39068   0.00767447
71   1.39005   0.00711089
72   1.39764   0.00804039
73   1.3973   0.00816884
74   1.40216   0.00757895
75   1.40048   0.00719286
76   1.39209   0.00714688
77   1.40612   0.00752557
78   1.40356   0.00789373
79   1.39758   0.00776275
80   1.39932   0.00824766
81   1.40698   0.00771901
82   1.40952   0.007686
83   1.41823   0.00752905
84   1.41114   0.00884771
85   1.41597   0.00769648
86   1.41968   0.00794744
87   1.40049   0.00857884
88   1.3818   0.00888217
89   1.4098   0.00902665
90   1.40685   0.00802923
91   1.40089   0.008843
92   1.40849   0.00814398
93   1.40767   0.00846009
94   1.41176   0.00779882
95   1.39676   0.00896809
96   1.3952   0.00845844
97   1.38885   0.0091726
98   1.38961   0.00810631
99   1.38871   0.00810645
100   1.39635   0.00791997
101   1.41194   0.00688588
102   1.40182   0.00755487
103   1.40514   0.00757722
104   1.40598   0.00666437
105   1.39739   0.00911696
106   1.40702   0.00789677
107   1.40006   0.00822234
108   1.39872   0.00793136
109   1.41264   0.00768952
110   1.40325   0.00672818
111   1.39874   0.00897822
112   1.39744   0.00843953
113   1.39472   0.00828369
114   1.38556   0.00795286
115   1.39061   0.00810741
116   1.40148   0.00852166
117   1.39474   0.0086048
118   1.39295   0.00810037
119   1.39387   0.0073918
120   1.39086   0.00816429
121   1.39709   0.00903153
122   1.4077   0.00864278
123   1.39368   0.00862728
124   1.39277   0.0077827
125   1.39933   0.00744073
126   1.40268   0.00803528
127   1.40358   0.00961706
128   1.39776   0.00846209
129   1.40024   0.00805069
130   1.40065   0.00806083
131   1.39008   0.00771243
132   1.40695   0.00817219
133   1.4185   0.00829025
134   1.40467   0.00761793
135   1.40753   0.00799106
136   1.40907   0.00820788
137   1.40395   0.00842419
138   1.39174   0.00766855
139   1.40258   0.00804478
140   1.39724   0.00805414
141   1.39709   0.0075015
142   1.39607   0.00837423
143   1.39747   0.00760551
144   1.40104   0.00914584
145   1.3947   0.00834431
146   1.3995   0.0079724
147   1.40462   0.00735079
148   1.38736   0.00755132
149   1.39625   0.00797369
150   1.38675   0.00754579
151   1.39954   0.00783837
152   1.39524   0.00796682
153   1.38967   0.00821826
154   1.3969   0.00783769
155   1.40437   0.00893841
156   1.39339   0.0078664
157   1.40095   0.0084481
158   1.4059   0.00767386
159   1.40414   0.00721415
160   1.39772   0.00819718
161   1.39986   0.00801608
162   1.4078   0.00827892
163   1.40453   0.00746858
164   1.39064   0.00699533
165   1.39871   0.00740608
166   1.40464   0.00771387
167   1.39808   0.00807437
168   1.39679   0.00840366
169   1.40486   0.00893029
170   1.39119   0.00832377
171   1.40806   0.00759504
172   1.40701   0.00821783
173   1.40954   0.00798342
