44   0.0807784   -3.76366   0.560204
44   0.685995   -3.96709   0.857743
44   4.56574   -4.46312   1.95589
44   -2.2594   -0.820728   1.9032
44   -3.0403   7.63482   -1.228
44   0.139582   -6.74426   -0.178222
44   2.20066   6.27153   1.86656
44   -2.62255   -1.06541   -5.3182
44   -0.726019   1.28221   -2.39506
44   -7.35562   0.238733   2.8366
44   1.84445   -1.03074   1.39892
44   7.75679   -5.75051   -0.791435
44   -9.53232   -2.3809   2.82626
44   -4.03601   5.06692   -1.17326
44   -0.051409   5.64269   1.2246
44   7.77543   -0.410147   4.31133
44   -1.47815   1.93421   -1.03421
44   -2.32941   -1.76739   0.208388
44   -3.83998   -5.68058   5.81247
44   -1.33301   -2.94521   2.60722
44   9.11105   1.58859   -7.58657
44   -1.47607   -1.73924   2.17694
44   2.87995   -4.07018   -0.00660894
44   4.03941   -3.75815   -5.69359
44   0.996787   -3.2141   -1.16368
44   -3.57582   -1.83639   -1.0979
44   4.303   -4.56626   -2.23898
44   -6.35941   0.243138   -3.11403
44   -6.54014   -2.96813   -1.73304
44   -0.695275   2.60286   4.64451
44   3.5847   4.91   -2.47497
44   -5.50779   -1.74035   -5.47104
44   -1.10258   -3.51556   7.35008
44   3.46411   5.23468   3.72645
44   -2.57685   -0.0906435   -7.51753
44   -0.108258   3.87901   6.95435
44   7.94447   3.02364   -2.00191
44   2.24364   4.26571   -6.16847
44   4.82269   4.06646   0.847162
44   -3.00339   -3.02984   -2.38108
44   -7.57628   1.53211   1.09123
44   -1.90317   3.84152   -1.72318
44   0.858889   -0.220172   2.37603
44   0.115958   7.5153   8.2526
44   1.89653   -5.46076   -3.12937
44   -7.30026   8.54836   -3.30655
44   -2.96545   7.17609   2.95598
44   -2.24908   -2.49011   -3.70571
44   3.10563   0.0121915   2.30911
44   -3.02648   8.06514   -0.0302306
44   -4.56612   -3.64193   -4.0365
44   -0.0341744   3.95262   -5.97428
44   1.14492   4.02374   4.00605
44   -1.93202   -1.4184   -1.64569
44   9.55138   -1.54153   -4.31592
44   1.20251   5.04698   5.05617
44   -0.170593   -0.327011   1.03975
44   -8.55403   -2.94772   -2.71656
44   1.01097   -0.60549   -1.72291
44   -4.5385   -0.16301   -0.708414
44   -0.546884   -3.23121   -4.27786
44   -1.31109   2.03894   -2.20816
44   -4.59822   -4.63117   -4.4035
44   6.10533   1.30283   5.62694
44   -3.33205   1.66892   -0.662539
44   1.3187   -1.21784   1.28186
44   0.726322   -0.0378787   4.62684
44   -0.346813   -0.942729   0.331191
44   3.58016   -1.49868   0.708394
44   4.11212   1.78605   -0.0294947
44   -2.56749   5.64238   -3.63214
44   1.76697   -1.1408   2.44971
44   5.84823   -4.98538   3.81969
44   -2.00996   -3.57797   -3.49869
44   1.86143   -10.2611   0.700896
44   -2.44272   0.0053838   3.52937
44   1.12336   1.942   -5.25889
44   2.46629   2.97823   1.0007
44   -4.12238   3.34141   -3.90609
44   -1.56412   -0.49033   -0.422768
44   2.73999   -5.13423   -6.27175
44   4.22196   -1.55417   5.2769
44   -8.02296   0.960694   0.951512
44   3.29676   0.65334   -1.60611
44   -0.0739268   2.59371   1.64147
44   9.57905   -3.85536   -0.097777
44   2.51007   7.28682   2.99045
44   -1.36551   -1.89434   5.27829
44   -1.79338   -5.87295   -3.29002
