29   0.495834   -0.729182   -0.42441
29   2.83961   -0.832268   1.14116
29   2.19844   -0.99009   2.22511
29   -1.8501   -1.83445   1.74598
29   -2.9281   5.26993   0.400515
29   -0.715006   -5.12885   0.0118194
29   0.571432   2.56363   2.61188
29   -0.609758   1.23988   -0.448609
29   3.19814   0.773359   -1.57626
29   -4.62489   -0.0950306   3.61539
29   1.41712   0.444645   -0.708441
29   6.14831   -3.59199   -3.97398
29   -3.226   -1.2184   2.61004
29   -3.8146   6.22003   -3.3148
29   -0.524191   0.0234862   1.08063
29   7.54974   -0.418492   -0.462217
29   3.41251   1.97413   -2.25704
29   -1.95994   -2.88575   -0.340814
29   -4.11301   -5.96711   2.62313
29   -4.82688   1.36213   0.00319556
29   6.99518   0.982353   -4.18739
29   -4.15432   0.665401   1.36019
29   1.15913   -0.753053   -1.33533
29   2.92775   -6.93112   -4.81634
29   -0.891505   -4.15129   1.31149
29   -3.43152   0.691993   1.96433
29   3.56907   -1.6053   -0.626171
29   -7.44136   -1.34391   1.46109
29   -6.84046   -2.84823   -3.06198
29   -2.48701   2.45615   2.90759
29   2.23127   5.75452   -1.1289
29   -2.46937   0.522077   -3.25307
29   0.0811099   -1.88059   6.46533
29   2.80319   1.86031   1.82595
29   0.763159   -0.156653   -1.74216
29   2.38471   1.28182   4.49886
29   4.63409   1.58978   -0.459261
29   6.55559   2.91619   -4.17997
29   4.00485   5.96674   1.32096
29   -0.574804   -1.84474   -5.11006
29   -6.73872   0.851869   0.939141
29   -4.45066   1.03945   -0.719837
29   -2.35783   -0.036315   3.72162
29   -0.349433   6.79351   3.99517
29   4.34709   -0.603634   -3.69881
29   -5.12577   4.05077   -2.79664
29   -0.773123   1.77264   -1.14092
29   -2.7045   0.246486   0.430704
29   3.0415   2.86897   1.64522
29   -2.48308   5.01188   -0.621082
29   -1.71683   -2.6983   -0.266275
29   0.258253   -0.331505   -0.798526
29   -0.0598198   3.68965   2.94948
29   3.05895   -0.806312   -0.985408
29   6.36575   -2.16092   -3.98399
29   -1.47324   3.66097   6.58296
29   0.316979   0.171022   2.85911
29   -3.0512   -3.39836   -4.67923
29   1.93002   -0.655936   1.16098
29   -1.7158   -1.31954   -2.31647
29   -2.82384   -3.65017   -1.9198
29   2.51392   3.21178   -2.73479
29   -5.65097   2.37139   -2.20931
29   5.91975   -0.740406   3.90376
29   -0.598304   0.214132   -0.719198
29   1.50566   -0.797045   1.15639
29   1.49872   -1.81224   0.699883
29   -1.81579   -2.10667   0.829712
29   6.05212   -0.483187   -0.6729
29   1.13625   -2.29313   -2.09142
29   -4.81286   1.38174   -2.27724
29   2.5894   -0.808932   2.16726
29   5.03952   -2.67079   3.44007
29   -2.77322   -2.11394   -1.2125
29   -0.365946   -3.88047   1.33194
29   -2.42153   -0.381939   2.14502
29   2.13354   1.70887   -3.63361
29   4.28281   2.63558   -0.869885
29   -1.66716   3.24748   -1.77694
29   -2.19675   -0.256778   -0.616381
29   1.85518   -3.27995   -5.08513
29   3.8858   1.10911   3.97807
29   -6.45951   -2.04489   2.27162
29   -0.072911   0.419251   -0.450513
29   -2.66443   3.81766   3.21738
29   6.07791   -1.37716   1.75911
29   2.82811   5.73264   0.13128
29   -1.5792   -3.48549   4.18157
29   -0.180379   -4.39285   -3.16852
29   3.03576   1.94849   0.0964097
29   4.52386   2.78826   0.375791
29   -2.61403   0.52961   -3.10031
29   -2.04978   -2.90409   -1.69076
29   -1.92134   0.00675391   1.52087
29   1.05183   -1.22105   -5.53063
29   -1.44764   2.37507   1.77361
29   1.16217   -0.804642   5.11506
29   -0.477215   -2.45774   0.306994
29   -1.9665   0.915907   2.98333
29   2.96601   -4.43151   -2.0478
29   0.413858   -4.55431   0.782637
29   3.33565   2.51254   0.847897
29   -0.12554   -3.53141   5.35947
29   1.96891   -1.50607   1.72237
29   -5.6891   -2.15868   -0.0404908
