0 8.76651 1.24378
1 5.23944 1.11659
2 6.97813 1.24588
3 6.09326 0.789798
4 7.33187 1.0404
5 5.84805 0.88724
6 8.07042 0.804005
7 6.42743 1.42741
8 7.07069 1.35146
9 7.14964 1.07908
10 6.71826 1.33216
11 7.54212 1.1057
12 8.19771 1.0915
13 5.50548 1.43181
14 5.78149 1.21167
15 8.43959 0.831558
16 8.36352 1.25472
17 9.9005 1.0133
18 8.15472 0.900386
19 8.20205 1.27768
20 7.89642 0.936444
21 8.38635 1.11465
22 8.32135 0.852009
23 8.33355 1.17739
24 6.33129 1.19406
25 8.65913 1.02123
26 7.56449 1.25906
27 6.29949 1.25149
28 8.34721 1.0464
29 7.52628 0.515903
