1   1.00173   0
2   1.00229   0.00056074
3   0.998326   0.0039745
4   1.00001   0.00327476
5   1.00035   0.00256025
6   1.00236   0.00289867
7   1.0031   0.0025589
8   1.00305   0.00221658
9   1.00268   0.00198953
10   1.00264   0.00178003
11   1.0024   0.0016285
12   1.00269   0.00151522
13   1.0014   0.00190147
14   1.00106   0.00179187
15   0.999716   0.00214316
16   1.00045   0.00213496
17   1.00001   0.00205404
18   0.999786   0.00194905
19   0.999125   0.0019585
20   0.99863   0.00192276
21   0.999049   0.00187624
22   0.998595   0.00184559
23   0.998999   0.00180922
24   0.999256   0.00175114
25   0.999211   0.00168024
26   0.999086   0.00161919
27   0.998953   0.00156372
28   0.998283   0.00164906
29   0.997691   0.00169784
30   0.99771   0.00164038
31   0.997675   0.00158694
32   0.997687   0.00153659
33   0.997328   0.00153188
34   0.997607   0.0015122
35   0.997803   0.00148138
36   0.997823   0.00143977
37   0.997633   0.00141314
38   0.997715   0.0013779
39   0.997422   0.00137372
40   0.997817   0.0013961
41   0.998062   0.00138352
42   0.997732   0.00139002
43   0.997785   0.00135835
44   0.997807   0.0013273
45   0.998022   0.00131505
46   0.997936   0.00128896
47   0.997933   0.00126124
48   0.997843   0.00123797
49   0.997857   0.00121252
50   0.998161   0.00122631
51   0.998178   0.00120214
52   0.998026   0.00118856
53   0.997882   0.00117472
54   0.997997   0.00115851
55   0.997927   0.00113942
56   0.997889   0.00111954
57   0.997951   0.0011015
58   0.997894   0.00108385
59   0.99813   0.00109115
60   0.997943   0.00108894
61   0.997827   0.0010772
62   0.99814   0.00110499
63   0.998168   0.00108766
64   0.998214   0.00107152
65   0.998134   0.00105796
66   0.998328   0.00105978
67   0.998392   0.0010458
68   0.998419   0.00103068
69   0.998362   0.00101728
70   0.998244   0.00100957
71   0.998138   0.00100087
72   0.998202   0.000988996
73   0.998485   0.00101538
74   0.998726   0.00103033
75   0.998878   0.0010278
76   0.998943   0.00101627
77   0.999005   0.0010049
78   0.998936   0.000994333
79   0.99908   0.000992092
80   0.999061   0.000979792
81   0.999155   0.00097215
82   0.9989   0.000993487
83   0.998982   0.000984894
84   0.999108   0.000981174
85   0.999203   0.000974229
86   0.999478   0.00100117
87   0.999535   0.000991284
88   0.999519   0.000980097
89   0.999439   0.000972279
90   0.999414   0.000961754
91   0.999385   0.000951544
92   0.999406   0.000941376
93   0.999379   0.000931607
94   0.99934   0.000922462
95   0.999343   0.000912706
96   0.999518   0.000920019
97   0.999612   0.000915237
98   0.999668   0.000907591
99   0.999498   0.00091437
100   0.999453   0.000906282
