1   1   0
2   1.41103   0.00383552
3   1.73134   0.00535738
4   2.00143   0.00692385
5   2.23375   0.00814856
6   2.4512   0.00968796
7   2.64282   0.0108179
8   2.8167   0.0109752
9   2.99274   0.0115743
10   3.15685   0.0122398
11   3.31001   0.0124964
12   3.46219   0.0136643
13   3.59844   0.0150064
14   3.73573   0.0160253
15   3.86833   0.0167397
16   3.99658   0.0174439
17   4.10943   0.0170589
18   4.22825   0.0176345
19   4.33109   0.018075
20   4.44023   0.0178311
21   4.56022   0.0189455
22   4.6702   0.0195653
23   4.77868   0.0190738
24   4.88438   0.0203806
25   4.98442   0.0207465
26   5.08294   0.0226923
27   5.18101   0.0232501
28   5.28126   0.0236288
29   5.38289   0.0237868
30   5.47292   0.0244106
31   5.55429   0.0240036
32   5.64284   0.0243015
33   5.7289   0.0244288
34   5.81769   0.025867
35   5.89113   0.027014
36   5.97763   0.0274354
37   6.06651   0.0278428
38   6.14588   0.0268643
39   6.21956   0.0262421
40   6.29005   0.0272295
41   6.37751   0.0281012
42   6.44853   0.0274209
43   6.52842   0.0276879
44   6.60221   0.0282015
45   6.67883   0.0298373
46   6.76213   0.0306537
47   6.83723   0.0308794
48   6.91728   0.0318542
49   6.9936   0.0314023
50   7.05406   0.0314581
