0 -0.776725 0.00405776
1 -0.777196 0.00425204
2 -0.777341 0.00365757
3 -0.77733 0.00383386
4 -0.779456 0.00412627
5 -0.779614 0.00406003
6 -0.777905 0.00424562
7 -0.778244 0.00410474
8 -0.778051 0.00416848
9 -0.780345 0.00409516
10 -0.780287 0.00360259
11 -0.78033 0.00373768
12 -0.782653 0.0044297
13 -0.780777 0.00418242
14 -0.78438 0.00403326
15 -0.783131 0.00416716
16 -0.781147 0.00361069
17 -0.783407 0.00384501
18 -0.7819 0.00439675
19 -0.783049 0.00406877
20 -0.781404 0.00384781
21 -0.783652 0.00403584
22 -0.782236 0.00357058
23 -0.781187 0.00378753
24 -0.779714 0.00365073
25 -0.779581 0.00352434
26 -0.777775 0.0038432
27 -0.778375 0.00392478
28 -0.776796 0.00374152
29 -0.776925 0.00348446
30 -0.778351 0.00381774
31 -0.778747 0.00405207
32 -0.779072 0.00395608
33 -0.77914 0.00355923
34 -0.776947 0.00350983
35 -0.779021 0.00353206
36 -0.779631 0.00304398
37 -0.778441 0.00349141
38 -0.777147 0.0038281
39 -0.775796 0.00334857
40 -0.778481 0.00367285
41 -0.778555 0.00362334
42 -0.77756 0.00322872
43 -0.777373 0.00269614
44 -0.777552 0.00239966
45 -0.7762 0.00281595
46 -0.774941 0.00293856
47 -0.774875 0.00337919
48 -0.773962 0.00347145
49 -0.774992 0.00337046
50 -0.774188 0.00280806
51 -0.775067 0.00277646
52 -0.776732 0.00266747
53 -0.775456 0.00302156
54 -0.775814 0.00249445
55 -0.777055 0.0027972
56 -0.776304 0.00293903
57 -0.777465 0.00320461
58 -0.780183 0.00318707
59 -0.78098 0.00315869
60 -0.779869 0.00320005
61 -0.781608 0.00348988
62 -0.779898 0.00359676
63 -0.780657 0.00282514
64 -0.781377 0.00295557
65 -0.78063 0.00317693
66 -0.781993 0.00353054
67 -0.780775 0.00314898
68 -0.780461 0.00298689
69 -0.780911 0.00300759
70 -0.778652 0.00308257
71 -0.781602 0.00288682
72 -0.782301 0.00292035
73 -0.782259 0.00271465
74 -0.781796 0.00304318
75 -0.782264 0.00258704
76 -0.781718 0.00289
77 -0.779093 0.00258082
78 -0.778393 0.00239278
79 -0.779577 0.00264374
80 -0.782259 0.00235573
81 -0.784581 0.00198342
82 -0.784736 0.00207599
83 -0.785796 0.00219721
84 -0.784576 0.00200609
85 -0.784536 0.00213708
86 -0.78386 0.0025961
87 -0.783302 0.00242681
88 -0.782847 0.00246181
89 -0.78198 0.00213235
90 -0.782399 0.00197773
91 -0.780871 0.00254546
92 -0.779954 0.00261508
93 -0.779265 0.00249241
94 -0.782299 0.00264919
95 -0.781426 0.00255222
96 -0.779808 0.00263876
97 -0.777719 0.00302124
98 -0.776846 0.00303548
99 -0.7775 0.00362601
100 -0.77819 0.00356985
101 -0.778727 0.00361107
102 -0.778695 0.00329884
103 -0.779813 0.00286653
104 -0.778489 0.0020699
105 -0.777488 0.00218018
106 -0.777665 0.00257916
107 -0.776199 0.00287025
108 -0.775152 0.00312444
109 -0.777313 0.0026013
110 -0.774103 0.00265501
111 -0.776358 0.00246832
112 -0.778791 0.00278277
113 -0.778197 0.00272722
114 -0.778963 0.00307223
115 -0.778236 0.0037481
116 -0.77925 0.003338
117 -0.780033 0.00325166
118 -0.781123 0.00315477
119 -0.779704 0.00344735
120 -0.779607 0.00317203
121 -0.780019 0.00367527
122 -0.776955 0.00351099
123 -0.778059 0.00310348
124 -0.77856 0.00297723
125 -0.779502 0.00294048
126 -0.779024 0.00322619
127 -0.780634 0.00302123
128 -0.781808 0.00306517
129 -0.781189 0.00297807
130 -0.783336 0.00319478
131 -0.782425 0.00257561
132 -0.781674 0.00248835
133 -0.783261 0.00337517
134 -0.781082 0.00349607
135 -0.780837 0.00391514
136 -0.780191 0.00376824
137 -0.779744 0.00401171
138 -0.781932 0.00396114
139 -0.782371 0.00379798
140 -0.782436 0.00386157
141 -0.779525 0.00361602
142 -0.780579 0.00299563
143 -0.78111 0.00350168
144 -0.779967 0.00331101
145 -0.782148 0.00315795
146 -0.781659 0.00328693
147 -0.784217 0.00343834
148 -0.785536 0.00345519
149 -0.784913 0.00347793
150 -0.785936 0.00309271
151 -0.786819 0.00293397
152 -0.784232 0.00278834
153 -0.782174 0.00289609
154 -0.781726 0.00271313
155 -0.778928 0.00232099
156 -0.778894 0.0022009
157 -0.778217 0.00237385
158 -0.776908 0.00250114
159 -0.776559 0.00256574
160 -0.77651 0.00295031
161 -0.777738 0.00274262
162 -0.778699 0.0024497
163 -0.780911 0.00260656
164 -0.779491 0.00298827
165 -0.779013 0.0028886
166 -0.77973 0.00316319
167 -0.779748 0.00306901
168 -0.77858 0.0031133
169 -0.777754 0.00329367
170 -0.777011 0.00316206
171 -0.776208 0.00322623
172 -0.778474 0.00283156
173 -0.778428 0.00290454
174 -0.777491 0.00325105
175 -0.777176 0.00334681
176 -0.776869 0.0032043
177 -0.775011 0.0031349
178 -0.776839 0.00297636
179 -0.777035 0.0030221
180 -0.780144 0.00295386
181 -0.781301 0.00290947
182 -0.781181 0.00260839
183 -0.779796 0.00281853
184 -0.779865 0.00271205
185 -0.781637 0.00287113
